osmid,highway,lanes,name,oneway,reversed,length,speed_kph,travel_time,maxspeed,ref,geometry,width,bridge,junction,access,tunnel,edge_id,qualitativeLikelihood_high,probabilityOfOccurrence_high,returnPeriod_high,magnitudeOrIntensity_high,flooded_high,qualitativeLikelihood_medium,probabilityOfOccurrence_medium,returnPeriod_medium,magnitudeOrIntensity_medium,flooded_medium
"[48346050, 893966348]",secondary,2,Schöndorfer Straße,False,True,162.6758736205483,50.0,11.712662900679476,50,L 145,"LINESTRING (6.6531757 49.7607163, 6.6532848 49.7609297, 6.6533172 49.7609857, 6.6533328 49.7610126, 6.6534092 49.7610808, 6.6535245 49.7611565, 6.6537031 49.7612778, 6.6538469 49.7613771, 6.6540616 49.7615254, 6.6541514 49.7615874, 6.6544177 49.7617613, 6.6544584 49.761787, 6.6545633 49.761841)",,,,,,"[48346050, 893966348]",,,,,False,,,,,False
"[893966346, 10565349]",secondary,2,Roonstraße,True,False,42.25726119754225,50.0,3.042522806223042,50,L 145,"LINESTRING (6.6516066 49.7589023, 6.651158 49.7587872, 6.6510628 49.7587577)",,,,,,"[893966346, 10565349]",,,,,False,,,,,False
893978228,secondary,2,Roonstraße,True,False,9.225635472372257,50.0,0.6642457540108025,50,L 145,"LINESTRING (6.6505794 49.7586162, 6.6504631 49.758581)",,,,,,893978228,,,,,False,,,,,False
813943162,residential,,Thebäerstraße,False,True,94.18836826341965,30.0,11.302604191610357,30,,"LINESTRING (6.6492126 49.7598738, 6.6499953 49.7605534)",7,,,,,813943162,,,,,False,,,,,False
5556978,residential,,Moltkestraße,True,False,169.99661244412783,30.0,20.39959349329534,30,,"LINESTRING (6.6492126 49.7598738, 6.6504143 49.7586825, 6.6504492 49.7586292, 6.6504631 49.758581)",,,,,,5556978,,,,,False,,,,,False
44129319,secondary,1,Bismarckstraße,True,False,10.974674127032703,50.0,0.7901765371463546,50,L 145,"LINESTRING (6.6510664 49.7584518, 6.6511481 49.7585352)",,,,,,44129319,,,,,False,,,,,False
135976484,residential,1,Moltkestraße,True,False,39.89859572769825,33.612927756653995,4.273205406550157,,,"LINESTRING (6.6510664 49.7584518, 6.65087 49.7585287, 6.6506979 49.7585956, 6.6506461 49.7586124, 6.6505794 49.7586162)",,,,,,135976484,,,,,False,,,,,False
"[894065512, 361575224, 142241938]",secondary,2,,True,False,51.004855152958086,50.0,3.6723495710129823,50,L 145,"LINESTRING (6.6492699 49.7576562, 6.6492931 49.7576246, 6.6494088 49.7574669, 6.6494568 49.7573779, 6.6494533 49.7573477, 6.6494508 49.7573256, 6.6494207 49.7572778, 6.649379 49.7572346)",,,,,,"[894065512, 361575224, 142241938]",,,,,False,,,,,False
6073356,secondary,2,Balduinstraße,True,False,117.31082219364673,50.0,8.446379197942566,50,L 145,"LINESTRING (6.649379 49.7572346, 6.6485822 49.756399, 6.6485197 49.7563375)",,,,,,6073356,,,,,False,,,,,False
315153897,secondary,5,Ostallee,True,False,31.143180708808803,50.0,2.242309011034234,50,L 145,"LINESTRING (6.6497591 49.7571098, 6.6499911 49.7573464)",,,,,,315153897,,,,,False,,,,,False
10565359,secondary,,,True,False,40.072827466760415,48.05084745762712,3.0022816768747482,,L 145,"LINESTRING (6.6497591 49.7571098, 6.6497249 49.7571846, 6.6497002 49.7572301, 6.6496547 49.7572622, 6.6495824 49.7572774, 6.6495129 49.7572764, 6.6494315 49.7572566, 6.649379 49.7572346)",,,,,,10565359,,,,,False,,,,,False
135968163,motorway,2,,True,False,252.01824104728496,78.88888888888889,11.500550718214132,none,A 64,"LINESTRING (6.6049344 49.773526, 6.6018331 49.7724652)",,,,,,135968163,,,,,False,,,,,False
11402634,motorway_link,1,,True,False,479.41339606377545,44.583333333333336,38.71151160739271,,,"LINESTRING (6.6049344 49.773526, 6.6041847 49.7734542, 6.603907 49.7734494, 6.6036335 49.7734706, 6.603376 49.7735079, 6.6030662 49.7735884, 6.602806 49.7736742, 6.602295 49.7738552, 6.6020476 49.7739219, 6.6017392 49.7739769, 6.6015024 49.7739883, 6.6012919 49.7739773, 6.6010626 49.7739383, 6.6008145 49.7738509, 6.6006106 49.7737279, 6.6004872 49.7736101, 6.6002123 49.7732983, 6.6000286 49.7730826, 6.5999508 49.7729917, 6.5998676 49.7729397, 6.5998046 49.7729163, 6.5997322 49.7728964, 6.5996517 49.77288, 6.5992698 49.7728384)",,,,,,11402634,,,,,False,,,,,False
"[173567262, 135968162, 1349832611, 1193126012, 1331595699, 643361081, 643361082, 643361084, 643361085, 550657982, 173469510, 173469511, 310553158, 964952139, 439447257, 439447259, 172159585, 550523633, 550523634, 550524411, 550524412, 550524413, 550524414]",motorway,2,,True,False,7066.721297449213,70.0,363.4313810116738,"['none', '80', '60']","['A 64', 'A 64a']","LINESTRING (6.6045732 49.7732934, 6.6051891 49.7735044, 6.6059695 49.7737585, 6.6073407 49.7741705, 6.6093434 49.7747811, 6.6117427 49.7754698, 6.6122204 49.7755971, 6.6161676 49.7766021, 6.619722 49.7774015, 6.6234199 49.7781525, 6.6257978 49.7785697, 6.6281073 49.7790653, 6.6289151 49.7792645, 6.6295946 49.7794368, 6.6302998 49.7796372, 6.6307077 49.7797607, 6.631554 49.7800297, 6.6326977 49.7804348, 6.6331212 49.7806111, 6.6333996 49.780727, 6.6341904 49.7810817, 6.6346979 49.7813269, 6.63479 49.7813714, 6.6353085 49.7816275, 6.6365403 49.7822985, 6.6378229 49.7830472, 6.6381987 49.7832767, 6.638933 49.7837427, 6.6396817 49.7842213, 6.6402624 49.7846087, 6.6408195 49.7850001, 6.64177 49.7856997, 6.642359 49.7861654, 6.6436384 49.7872434, 6.6442542 49.7877902, 6.6443359 49.7878633, 6.6446096 49.7881082, 6.6449697 49.7884095, 6.6452857 49.7886604, 6.6455752 49.7889072, 6.6457837 49.7890981, 6.6467691 49.7901061, 6.6492649 49.7927052, 6.6496 49.7930542, 6.6501453 49.7936213, 6.6511429 49.7946571, 6.6529643 49.7965572, 6.6540184 49.7976653, 6.6542131 49.79787, 6.6543482 49.7980119, 6.6545521 49.7982214, 6.6546712 49.7983231, 6.6547748 49.7984081, 6.6549754 49.7985609, 6.6551724 49.7986882, 6.655406 49.79883, 6.6556329 49.7989473, 6.6559084 49.799081, 6.6562445 49.7992097, 6.6565466 49.7993128, 6.6567529 49.7993722, 6.6569706 49.7994264, 6.6573254 49.7995076, 6.6577753 49.7995817, 6.6578111 49.7995856, 6.6581465 49.7996218, 6.6587714 49.7996816, 6.6589056 49.799691, 6.6593334 49.7997131, 6.6601649 49.7997858, 6.6611626 49.799881, 6.6620773 49.7999901, 6.6629731 49.8001043, 6.6637778 49.8002169, 6.6648051 49.8003831, 6.6659423 49.8005856, 6.6667255 49.8007432, 6.6674095 49.8008817, 6.6681766 49.8010565, 6.6691517 49.8012826, 6.6698411 49.8014557, 6.6705289 49.8016382, 6.6713243 49.8018591, 6.6719144 49.8020253, 6.6727405 49.8022815, 6.673454 49.8025083, 6.6741675 49.8027333, 6.6749024 49.8029705, 6.6755005 49.8031644, 6.6761523 49.8033721, 6.6768658 49.8036076, 6.6776141 49.8038447, 6.678223 49.8040386, 6.6792675 49.8043526, 6.6802802 49.8046254, 6.6811037 49.8048107, 6.6817029 49.8049221, 6.6821292 49.8049967, 6.6825388 49.8050435, 6.6828443 49.8050733, 6.6831757 49.8051032, 6.6835767 49.805121, 6.6839379 49.8051242, 6.6841912 49.8051222, 6.6844802 49.8051117, 6.6847016 49.8050984, 6.684901 49.805084)",,"['yes', 'viaduct']",,,,"[173567262, 135968162, 1349832611, 1193126012, 1331595699, 643361081, 643361082, 643361084, 643361085, 550657982, 173469510, 173469511, 310553158, 964952139, 439447257, 439447259, 172159585, 550523633, 550523634, 550524411, 550524412, 550524413, 550524414]",high,0.1,10.0,,True,medium,0.01,100.0,,True
142974822,motorway_link,1,,True,False,327.2019887528668,44.583333333333336,26.42079610116606,,,"LINESTRING (6.6045732 49.7732934, 6.6050329 49.7733868, 6.60522 49.77341, 6.6053977 49.7734132, 6.6055526 49.773397, 6.605687 49.7733682, 6.6058396 49.7733217, 6.6059696 49.7732643, 6.6060885 49.7731945, 6.6062596 49.773072, 6.6063538 49.7729182, 6.6064009 49.7727644, 6.6063852 49.7726325, 6.6063512 49.7724736, 6.6062363 49.7723277, 6.6060892 49.7722146, 6.6059175 49.7721221, 6.6057327 49.7720599, 6.6049605 49.7719272)",,,,,,142974822,,,,,False,,,,,False
134266563,primary,3,,False,True,46.05531675143501,53.730670103092784,3.0857448825232963,,B 53,"LINESTRING (6.6898064 49.8043641, 6.6898193 49.8044325, 6.6898972 49.8047741)",,,,,,134266563,,,,,False,medium,0.01,100.0,,True
134266569,primary,2,,False,False,35.856201532130925,50.0,2.5816465103134267,50,B 53,"LINESTRING (6.6898064 49.8043641, 6.68979 49.8042115, 6.6897745 49.8040423)",,,,,,134266569,,,,,False,medium,0.01,100.0,,True
134266577,motorway_link,1,,True,False,25.307070415231397,40.0,2.2776363373708257,40,A 64a,"LINESTRING (6.6898064 49.8043641, 6.6898348 49.8043321, 6.6898725 49.8043096, 6.6899221 49.8042953, 6.6899646 49.8042884, 6.6901105 49.8042849)",,,,,,134266577,,,,,False,medium,0.01,100.0,,True
328863392,residential,,Mustorstraße,True,False,15.352528177870962,50.0,1.1053820288067093,50,,"LINESTRING (6.6451218 49.7540107, 6.6450267 49.7540268, 6.6449133 49.7540406)",,,,,,328863392,,,,,False,,,,,False
10475148,residential,1,Bruchhausenstraße,True,False,15.40638231736338,30.0,1.8487658780836056,30,,"LINESTRING (6.6392526 49.7594391, 6.6392294 49.7594753, 6.6391705 49.7595671)",,,,,,10475148,,,,,False,medium,0.01,100.0,,True
13878180,residential,,Kutzbachstraße,True,False,230.24983778915805,50.0,16.57798832081938,50,,"LINESTRING (6.6392526 49.7594391, 6.6401194 49.7596373, 6.6409289 49.7597374, 6.6409921 49.7597347, 6.641029 49.759733, 6.6410638 49.7597257, 6.6412326 49.759686, 6.641423 49.7596447, 6.6416268 49.7596022, 6.6416629 49.759595, 6.6421369 49.7595129, 6.6421641 49.7595036, 6.6422994 49.7594362)",,,,,,13878180,,,,,False,medium,0.01,100.0,,True
13881129,living_street,,Johannisstraße,True,False,46.779138577310896,19.625,8.581141344118176,,,"LINESTRING (6.6355277 49.7544157, 6.6355109 49.7544219, 6.6353751 49.7544718, 6.6349632 49.7546254)",,,,,,13881129,,,,,False,,,,,False
13881901,residential,,Jesuitenstraße,False,False,90.45417537065582,50.0,6.51270062668722,50,,"LINESTRING (6.6421356 49.7535419, 6.6420505 49.7535641, 6.6417691 49.7536018, 6.6415134 49.7536347, 6.6412507 49.7536434, 6.6411122 49.7536447, 6.641031 49.7536509, 6.6408962 49.753662)",,,,,,13881901,,,,,False,,,,,False
127734345,residential,2,Weberbach,False,False,87.11186262700754,50.0,6.272054109144543,50,,"LINESTRING (6.6421356 49.7535419, 6.6420546 49.7534124, 6.6420136 49.753347, 6.6419721 49.7532806, 6.6416811 49.7528156)",,,,,,127734345,,,,,False,,,,,False
"[814112810, 348744845, 315150350]",secondary,"['4', '2', '3']",Kaiserstraße,True,False,125.81739656227809,50.0,9.058852552484023,50,L 143,"LINESTRING (6.6425701 49.7490343, 6.6422755 49.749057, 6.6420486 49.7490816, 6.6418818 49.7491115, 6.6417074 49.7491488, 6.6413728 49.7492193, 6.6410157 49.7493007, 6.6408868 49.7493307)",,,,,,"[814112810, 348744845, 315150350]",,,,,False,,,,,False
"[205357294, 575062127]",secondary,3,Verteilerring,True,False,64.42178769095082,50.0,4.638368713748459,50,L 145,"LINESTRING (6.6666683 49.7714336, 6.6667525 49.7714613, 6.6668265 49.7714937, 6.6668971 49.7715335, 6.6669573 49.7715793, 6.6670632 49.7716666, 6.6670897 49.7716949, 6.6672029 49.7718098, 6.6672418 49.7718641)",,,roundabout,,,"[205357294, 575062127]",,,,,False,medium,0.01,100.0,,True
8069191,secondary,2,Verteilerring,True,False,53.29987570681977,50.0,3.837591050891023,50,L 145,"LINESTRING (6.6658163 49.7722107, 6.6657569 49.7721566, 6.6656937 49.772081, 6.6656551 49.7720042, 6.665641 49.7719587, 6.6656356 49.7719092, 6.6656339 49.7718728, 6.6656399 49.7718331, 6.6656424 49.7718167, 6.6656601 49.7717603)",,,roundabout,,,8069191,,,,,False,medium,0.01,100.0,,True
121594620,secondary,,,True,False,67.27705783010097,50.0,4.84394816376727,50,L 145,"LINESTRING (6.6672418 49.7718641, 6.6673289 49.7719113, 6.6675154 49.7720191, 6.6676632 49.7720912, 6.6677446 49.7721287, 6.6679852 49.7722305)",,,,,,121594620,,,,,False,medium,0.01,100.0,,True
205357296,secondary,2,Verteilerring,True,False,39.4943094689187,50.0,2.843590281762147,50,L 145,"LINESTRING (6.6672418 49.7718641, 6.6672855 49.7719322, 6.6673173 49.7719975, 6.6673395 49.7720697, 6.6673433 49.7721124, 6.6673354 49.7721586, 6.6673071 49.7722053)",,,roundabout,,,205357296,,,,,False,medium,0.01,100.0,,True
42146811,residential,,Arnoldistraße,False,False,176.6353386879058,50.0,12.717744385529217,50,,"LINESTRING (6.6645218 49.7620472, 6.6644889 49.7620701, 6.6644817 49.7620751, 6.6637378 49.7625926, 6.6632789 49.7629061, 6.6629681 49.7631337, 6.662909 49.763177, 6.6628751 49.7632237)",5.4,,,,,42146811,,,,,False,,,,,False
"[6073758, 1041507807]",residential,,Unter Kleeburg,False,False,399.88045089136403,30.0,47.985654106963686,30,,"LINESTRING (6.6825151 49.748854, 6.6824097 49.7488482, 6.6823736 49.7488443, 6.6823367 49.7488359, 6.6820616 49.7487287, 6.6817192 49.7485763, 6.6812321 49.7483726, 6.6810548 49.7483023, 6.6809053 49.7482408, 6.6808332 49.7481551, 6.6805444 49.747796, 6.6803511 49.7475378, 6.6801939 49.7473241, 6.6801344 49.7472712, 6.6800683 49.7472182, 6.6799348 49.7471171, 6.6798465 49.7470649, 6.6797437 49.7470161, 6.6796371 49.7469635, 6.6791228 49.7467422, 6.6789704 49.7466762, 6.6789175 49.746647, 6.6788703 49.7465878, 6.6787936 49.7464937, 6.6787315 49.746397)",3.3,,,,,"[6073758, 1041507807]",,,,,False,,,,,False
"[495592679, 1105001559, 23965671]",residential,2,Kleeburger Weg,False,True,294.19677250221827,30.0,35.30361270026619,30,,"LINESTRING (6.6825151 49.748854, 6.6825348 49.7488617, 6.6825771 49.7488911, 6.6826151 49.7489222, 6.6827007 49.7489946, 6.6827926 49.7490614, 6.6828412 49.7490961, 6.6828864 49.7491326, 6.6829387 49.7491834, 6.6829862 49.7492335, 6.6830452 49.7492926, 6.6831041 49.7493547, 6.6831694 49.7494174, 6.6832438 49.7494789, 6.6833177 49.7495375, 6.6834038 49.749598, 6.6834896 49.7496558, 6.6839238 49.7499677, 6.6843694 49.7503002, 6.6844065 49.7503353, 6.6844393 49.7503731, 6.6845013 49.7504874, 6.6845855 49.7506334, 6.6846143 49.7506867, 6.6846845 49.750764, 6.6847649 49.7508263, 6.6848586 49.7508632, 6.6849827 49.750927)",3,,,,,"[495592679, 1105001559, 23965671]",,,,,False,,,,,False
51890512,residential,,Ober Kleeburg,False,True,192.8606345191733,30.0,23.143276142300795,30,,"LINESTRING (6.6825151 49.748854, 6.6824954 49.7488212, 6.6824824 49.7487604, 6.6824396 49.7486359, 6.6824001 49.7485251, 6.6822668 49.7481921, 6.6822199 49.7480673, 6.6821811 49.7479544, 6.6821446 49.7478332, 6.6821286 49.7477615, 6.6821236 49.7476897, 6.6821269 49.7476362, 6.6821347 49.7475884, 6.6821466 49.7475371, 6.6821598 49.7474905, 6.6821961 49.747394, 6.6822226 49.7473479, 6.6822496 49.7473035, 6.6823086 49.747229, 6.682358 49.7471781)",,,,,,51890512,,,,,False,,,,,False
"[1366650752, 23026465, 1366650753, 561074084, 1366650749, 1366650750, 1366650751]",residential,,Soterstraße,False,False,403.0762316776778,30.0,48.36914780132134,30,,"LINESTRING (6.6645257 49.7582983, 6.6644729 49.7582799, 6.6644394 49.7582487, 6.66435 49.7581631, 6.6641656 49.7579897, 6.663958 49.7578081, 6.6638555 49.7577262, 6.6637403 49.7576529, 6.6636815 49.7576359, 6.6636145 49.7576228, 6.6635502 49.7576125, 6.6634682 49.757605, 6.6633965 49.7576161, 6.6633274 49.7576421, 6.6633036 49.7576594, 6.6632941 49.7576864, 6.6633086 49.7577352, 6.6634061 49.7578808, 6.663455 49.7579528, 6.6634734 49.7579843, 6.6634838 49.7580174, 6.6634748 49.7580482, 6.6634514 49.7580717, 6.6634216 49.7580896, 6.6633861 49.7580998, 6.6632894 49.7581015, 6.663144 49.7580954, 6.6630655 49.7581034, 6.6629919 49.7581161, 6.6629299 49.7581296, 6.6628707 49.758148, 6.6628209 49.7581716, 6.6627944 49.7582054, 6.6627869 49.7582434, 6.6628107 49.7583361, 6.662801 49.758375, 6.662784 49.7583922, 6.662761 49.7584039, 6.6627169 49.7584113, 6.6626348 49.7584125, 6.6622578 49.7584364, 6.661913 49.7584609, 6.6617844 49.7584689, 6.661678 49.758482, 6.6616386 49.7584899, 6.6616028 49.7585032, 6.6615768 49.7585189, 6.6615518 49.7585384, 6.6615341 49.7585579, 6.6615176 49.7585795, 6.6615055 49.758603, 6.6615008 49.7586345, 6.661504 49.758673, 6.6615118 49.758695, 6.661587 49.7588039, 6.6616273 49.7588815, 6.6616435 49.7589351, 6.6616512 49.7589849, 6.6616519 49.7590786)","['4.7', '3']",,,,,"[1366650752, 23026465, 1366650753, 561074084, 1366650749, 1366650750, 1366650751]",,,,,False,,,,,False
29156784,residential,,Zum Schloßpark,False,False,75.93154065698288,30.0,9.111784878837945,30,,"LINESTRING (6.6616014 49.7592342, 6.661491 49.7592697, 6.661401 49.7592925, 6.6612686 49.7593123, 6.661175 49.7593089, 6.6610118 49.7592726, 6.6607318 49.7592036, 6.6606989 49.7592041, 6.6605967 49.7592058)",,,,,,29156784,,,,,False,,,,,False
"[29156784, 23026563]",residential,,"['Zum Schloßpark', 'Steilstraße']",False,True,225.07580955488524,30.0,27.009097146586228,30,,"LINESTRING (6.6616014 49.7592342, 6.6616822 49.7592551, 6.6617663 49.7592979, 6.6619465 49.7594279, 6.6622342 49.7596329, 6.662518 49.7598313, 6.6626979 49.7599619, 6.6620973 49.7603407, 6.6616948 49.7606663, 6.6616556 49.7607019)",4,,,,,"[29156784, 23026563]",,,,,False,,,,,False
1366650753,residential,,Soterstraße,False,True,17.839864374361984,30.0,2.140783724923438,30,,"LINESTRING (6.6616014 49.7592342, 6.6616457 49.7591499, 6.6616519 49.7590786)",4.7,,,,,1366650753,,,,,False,,,,,False
26500326,residential,,Im Eulengarten,False,True,84.47723225043913,33.612927756653995,9.047650900965563,,,"LINESTRING (6.6605967 49.7592058, 6.6605618 49.7591364, 6.6604848 49.75904, 6.660459 49.7589785, 6.6603654 49.7589144, 6.6603125 49.7588707, 6.660252 49.7588223, 6.6602087 49.7587607, 6.6601186 49.7586864, 6.6599611 49.7585807)",,,,,,26500326,,,,,False,,,,,False
26500327,residential,,Brunnenstraße,False,True,98.2148767896795,30.0,11.785785214761539,30,,"LINESTRING (6.6605967 49.7592058, 6.6606091 49.7592993, 6.6605689 49.7594187, 6.6604615 49.7597072, 6.6604367 49.759797, 6.6603945 49.7598759, 6.6603187 49.7599926, 6.6602986 49.7600301, 6.6602786 49.7600567)",,,,,,26500327,,,,,False,,,,,False
"[29156784, 1446933698]",residential,,Zum Schloßpark,False,False,110.41217737054022,30.0,13.249461284464827,30,,"LINESTRING (6.6605967 49.7592058, 6.6604327 49.7592078, 6.6603012 49.7591804, 6.6601882 49.7591475, 6.6598541 49.759009, 6.659411 49.7588198, 6.6593508 49.7587941, 6.6592986 49.7587852, 6.6592467 49.7587705)",,,,,,"[29156784, 1446933698]",,,,,False,,,,,False
"[15402953, 662137437]",unclassified,"['4', '2']",Gottbillstraße,False,True,242.0288772987769,30.0,29.04346527585323,30,,"LINESTRING (6.5992238 49.7304618, 6.5993054 49.7303979, 6.5995854 49.7301944, 6.5996427 49.7301688, 6.5998529 49.7300747, 6.6000339 49.7299534, 6.6008881 49.7293116, 6.601356 49.7289835, 6.6015571 49.7289092)",,,,,,"[15402953, 662137437]",,,,,False,,,,,False
"[1238134593, 662137438]",unclassified,"['2', '3']",Gottbillstraße,False,True,220.6294238029501,50.0,15.885318513812408,50,,"LINESTRING (6.5992238 49.7304618, 6.5983282 49.7299483, 6.5970426 49.729211, 6.5969264 49.7291459)",,,,,,"[1238134593, 662137438]",,,,,False,,,,,False
15403689,unclassified,,,True,False,53.42127208862733,47.53488372093023,4.045798884207198,,,"LINESTRING (6.6015571 49.7289092, 6.6015396 49.7288709, 6.6015552 49.7288304, 6.6015925 49.7288045, 6.6016561 49.7287915, 6.6016918 49.7287945, 6.6017245 49.7288043, 6.6017534 49.7288217, 6.6017703 49.7288413, 6.601777 49.7288791, 6.6017511 49.7289178, 6.601715 49.728937, 6.6016699 49.7289458, 6.6016083 49.7289388, 6.6015571 49.7289092)",,,roundabout,,,15403689,,,,,False,,,,,False
24289130,residential,,Kaiser-Augustus-Straße,False,False,99.20539100499231,30.0,11.904646920599076,30,,"LINESTRING (6.6548388 49.7287317, 6.6548862 49.7287406, 6.655292 49.7279213)",,,,,,24289130,,,,,False,,,,,False
6117551,residential,,Kaiser-Augustus-Straße,False,True,162.03809243238499,30.0,19.4445710918862,30,,"LINESTRING (6.655292 49.7279213, 6.6559042 49.7281047, 6.6569478 49.7285971, 6.6570819 49.728644, 6.6572027 49.7286831)",,,,,,6117551,,,,,False,,,,,False
"[542358611, 17067731, 1442970239, 22898586]",residential,2,"['Frankenstraße', 'Pluwiger Straße']",False,"[False, True]",450.2100245775919,40.0,40.51890221198327,"['30', '50']",,"LINESTRING (6.6821736 49.7549946, 6.6820624 49.7549684, 6.6818776 49.7549189, 6.6816166 49.7548185, 6.6814373 49.7547516, 6.6810933 49.7546108, 6.680611 49.7544143, 6.6801996 49.7542488, 6.6800092 49.7541742, 6.6798009 49.7540875, 6.6790425 49.7537557, 6.6785216 49.753535, 6.6776335 49.753093, 6.6778732 49.7530004, 6.6781267 49.752864, 6.6782386 49.7528051, 6.6783128 49.7527703)",,,,,,"[542358611, 17067731, 1442970239, 22898586]",,,,,False,,,,,False
688428725,secondary,3,Kohlenstraße,False,False,43.39623176143866,50.0,3.124528686823584,50,L 144,"LINESTRING (6.6821736 49.7549946, 6.6820724 49.7551544, 6.6819313 49.755352)",,,,,,688428725,,,,,False,,,,,False
"[688428724, 688428725]",secondary,"['2', '3']",Kohlenstraße,False,True,109.22024443936677,50.0,7.863857599634407,50,L 144,"LINESTRING (6.6821736 49.7549946, 6.6822844 49.754796, 6.6823499 49.7546647, 6.6823973 49.7545471, 6.6824306 49.7544463, 6.6825031 49.7541317, 6.6825195 49.7540418)",,,,,,"[688428724, 688428725]",,,,,False,,,,,False
1442970239,residential,,Frankenstraße,False,True,5.986485194720283,30.0,0.718378223366434,30,,"LINESTRING (6.6783128 49.7527703, 6.6783769 49.7527359)",,,,,,1442970239,,,,,False,,,,,False
22898585,residential,,Louis-Pasteur-Straße,False,False,134.60634565375372,30.0,16.152761478450447,30,,"LINESTRING (6.6783128 49.7527703, 6.6781603 49.7526558, 6.6781138 49.7526142, 6.6780784 49.7525725, 6.6780574 49.752542, 6.6780414 49.7525112, 6.6780241 49.7524695, 6.6780174 49.7524273, 6.6780206 49.752384, 6.6780369 49.7523407, 6.6780534 49.7523003, 6.6780773 49.7522598, 6.6781439 49.752157, 6.6782193 49.7520533, 6.6783928 49.7518526, 6.6785289 49.7516953)",,,,,,22898585,,,,,False,,,,,False
"[22898586, 542358611, 17067731, 1442970239]",residential,2,"['Frankenstraße', 'Pluwiger Straße']",False,"[False, True]",450.2100245775918,40.0,40.51890221198326,"['30', '50']",,"LINESTRING (6.6783128 49.7527703, 6.6782386 49.7528051, 6.6781267 49.752864, 6.6778732 49.7530004, 6.6776335 49.753093, 6.6785216 49.753535, 6.6790425 49.7537557, 6.6798009 49.7540875, 6.6800092 49.7541742, 6.6801996 49.7542488, 6.680611 49.7544143, 6.6810933 49.7546108, 6.6814373 49.7547516, 6.6816166 49.7548185, 6.6818776 49.7549189, 6.6820624 49.7549684, 6.6821736 49.7549946)",,,,,,"[22898586, 542358611, 17067731, 1442970239]",,,,,False,,,,,False
18815902,tertiary,3,Straßburger Allee,False,True,34.050821513930615,50.0,2.4516591490030044,50,,"LINESTRING (6.6441526 49.7414605, 6.6443696 49.7415128, 6.6445909 49.7415765)",,,,,,18815902,,,,,False,,,,,False
18815945,tertiary,2,Wisportstraße,False,False,152.20130117517868,50.0,10.958493684612867,50,,"LINESTRING (6.6441526 49.7414605, 6.644083 49.741581, 6.644036 49.7416558, 6.6440098 49.7416946, 6.643968 49.7417515, 6.6439417 49.7417861, 6.6439094 49.7418154, 6.6438686 49.7418507, 6.6438258 49.7418781, 6.6436898 49.7419632, 6.6436019 49.7420081, 6.6435205 49.7420474, 6.6433417 49.7421266, 6.6432532 49.7421639, 6.6428596 49.7423282, 6.642702 49.7424007)",,,,,,18815945,,,,,False,,,,,False
"[161286680, 1106419535]",tertiary,3,Straßburger Allee,False,True,64.33509007523418,50.0,4.632126485416861,50,,"LINESTRING (6.6441526 49.7414605, 6.6440218 49.741425, 6.643931 49.7413979, 6.6438307 49.7413658, 6.6437539 49.7413385, 6.6436959 49.741314, 6.6436319 49.7412848, 6.6435662 49.7412531, 6.6435032 49.7412167, 6.6434015 49.7411548)",,,,,,"[161286680, 1106419535]",,,,,False,,,,,False
"[1381529616, 23897375]",residential,,Rotbachstraße,False,True,296.9163217164054,30.0,35.629958605968646,30,,"LINESTRING (6.6434015 49.7411548, 6.6435575 49.7411032, 6.64364 49.7410691, 6.6437655 49.7410199, 6.6439094 49.7409636, 6.6441375 49.7408665, 6.6443288 49.7407733, 6.6444216 49.7407278, 6.6445155 49.7406755, 6.6447638 49.7405237, 6.6448826 49.7404427, 6.6449977 49.7403581, 6.6452711 49.7401422, 6.6453504 49.7400754, 6.6454259 49.7400089, 6.6455047 49.7399341, 6.6456571 49.7397855, 6.6456872 49.7397548, 6.6459202 49.7394948, 6.6460085 49.7393955, 6.646048 49.7393522, 6.6460924 49.7393111, 6.6461247 49.739289, 6.6461873 49.7392424)",,,,,,"[1381529616, 23897375]",,,,,False,,,,,False
160580185,residential,,Rotbachstraße,False,True,146.23349968675333,30.0,17.5480199624104,30,,"LINESTRING (6.6434015 49.7411548, 6.6432508 49.7411928, 6.6430723 49.7412393, 6.6426516 49.7413514, 6.6425267 49.741386, 6.6420367 49.7415039, 6.6418648 49.7415505, 6.6416788 49.741601, 6.6415973 49.7416234, 6.6415162 49.741649)",5.5,,,,,160580185,,,,,False,,,,,False
"[1106419536, 44503042, 1106419538]",tertiary,"['2', '3']",Straßburger Allee,False,"[False, True]",231.4288439881845,50.0,16.662876767149285,50,,"LINESTRING (6.6434015 49.7411548, 6.6433315 49.7411015, 6.6432595 49.7410281, 6.6431658 49.7409413, 6.6431338 49.7409117, 6.6431073 49.7408911, 6.6428391 49.7406833, 6.6424894 49.7404162, 6.642252 49.740211, 6.6415096 49.7396272, 6.6414494 49.73958, 6.6413883 49.7395319)",,,,,,"[1106419536, 44503042, 1106419538]",,,,,False,,,,,False
23859263,residential,,Nachtigallenweg,False,True,267.82514488454865,30.0,32.13901738614584,30,,"LINESTRING (6.639703 49.738274, 6.6396348 49.738307, 6.6389436 49.7386409, 6.638215 49.7389993, 6.6381736 49.7390461, 6.6381751 49.7390949, 6.6382588 49.7391901, 6.6383296 49.739258, 6.6386905 49.739573, 6.6391509 49.7399664, 6.639174 49.7399862)",,,,,,23859263,,,,,False,,,,,False
