length,speed_kph,elevation_avg,dist_to_river_avg,rain_3d,rain_7d,bridge,flooded_high,flooded_medium,not_flooded,highway_disused,highway_living_street,highway_living_street_residential,highway_motorway,highway_motorway_link,highway_motorway_primary,highway_primary,highway_primary_link,highway_residential,highway_residential_living_street,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_unclassified,highway_unclassified_primary_link,highway_unclassified_residential
88.38141799780077,50.0,144.5,0.0152709815001458,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98.02710504383757,50.0,141.0,0.0163607593472051,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.05112283613026,50.0,143.0,0.0165270423218939,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.301448629489066,30.0,138.0,0.0157903584924877,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190.02615306986223,50.0,139.5,0.0165415853298276,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122.79638851422914,50.0,137.5,0.0157843903660193,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.83909260108477,30.0,137.5,0.0153563417346067,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28.73345073456366,49.333333333333336,136.5,0.0156003463363718,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.880560507190005,30.0,133.0,0.0047928511190516,86.80000305175781,86.80000305175781,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.596005101593008,50.0,133.0,0.0047023673426203,86.80000305175781,86.80000305175781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157.0683289090363,30.0,136.0,0.0093765538286746,74.4000015258789,74.4000015258789,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196.36118572981124,30.0,137.0,0.0107084305985335,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236.3035985089164,30.0,139.0,0.0104731280701554,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374.14549080313446,30.0,136.5,0.00938677257841,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274.68793828892467,30.0,135.0,0.0082169274976272,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57.07428160298207,30.0,135.5,0.0089310011654424,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67.64660810651176,30.0,135.0,0.0083943188925977,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374.1454908031345,30.0,136.5,0.00938677257841,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56.43392674346202,50.0,134.0,0.007344428128396,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.438743982654188,50.0,134.0,0.0075568275547353,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.523234697395525,50.0,132.0,0.0098348458502206,74.4000015258789,74.4000015258789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
